host,ip,port,protocol,title,domain,country,city,link,org
202.73.25.69:8080,202.73.25.69,8080,http,Directory listing for /,,ID,Tengah,http://202.73.25.69:8080,CV Andhika Pratama Sanggoro
148.251.149.90:9999,148.251.149.90,9999,http,Directory listing for /,,DE,Falkenstein,http://148.251.149.90:9999,Hetzner Online GmbH
https://104.248.79.89:2086,104.248.79.89,2086,https,Directory listing for /,,US,Santa Clara,https://104.248.79.89:2086,"DigitalOcean, LLC"
154.17.15.193:18080,154.17.15.193,18080,http,Directory listing for /,,US,Los Angeles,http://154.17.15.193:18080,DMIT Cloud Services
8.211.159.235:18080,8.211.159.235,18080,http,Directory listing for /,,JP,Tokyo,http://8.211.159.235:18080,"Alibaba (US) Technology Co., Ltd."
https://157.230.68.150,157.230.68.150,443,https,Index of /,,CA,Toronto,https://157.230.68.150,"DigitalOcean, LLC"
https://52.253.108.57:2086,52.253.108.57,2086,https,Directory listing for /,,JP,Tokyo,https://52.253.108.57:2086,Microsoft Corporation
43.165.184.31:18080,43.165.184.31,18080,http,Directory listing for /,,JP,Tokyo,http://43.165.184.31:18080,"Tencent Building, Kejizhongyi Avenue"
api.chinayuelao.com,104.194.83.20,80,http,Directory listing for /,chinayuelao.com,US,Los Angeles,http://api.chinayuelao.com,IT7 Networks Inc
pc.chinayuelao.com,104.194.83.20,80,http,Directory listing for /,chinayuelao.com,US,Los Angeles,http://pc.chinayuelao.com,IT7 Networks Inc
tools.pfuwu.com,119.91.228.136,80,http,Index of /,pfuwu.com,CN,Guangzhou,http://tools.pfuwu.com,Shenzhen Tencent Computer Systems Company Limited
78.141.230.27:9999,78.141.230.27,9999,http,Directory listing for /,,GB,London,http://78.141.230.27:9999,"The Constant Company, LLC"
kmq.jp.packages.macports.org,150.65.7.130,80,http,Index of /,macports.org,JP,Nomi,http://kmq.jp.packages.macports.org,Japan Advanced Institute of Science and Technology
154.21.87.40:18080,154.21.87.40,18080,http,Directory listing for /,,US,Los Angeles,http://154.21.87.40:18080,DMIT Cloud Services
https://www.scripts.dithernet.com,109.234.162.241,443,https,Index of /,dithernet.com,FR,Clermont-Ferrand,https://www.scripts.dithernet.com,O2switch SAS
https://scripts.dithernet.com,109.234.162.241,443,https,Index of /,dithernet.com,FR,Clermont-Ferrand,https://scripts.dithernet.com,O2switch SAS
www.scripts.dithernet.com,109.234.162.241,80,http,Index of /,dithernet.com,FR,Clermont-Ferrand,http://www.scripts.dithernet.com,O2switch SAS
scripts.dithernet.com,109.234.162.241,80,http,Index of /,dithernet.com,FR,Clermont-Ferrand,http://scripts.dithernet.com,O2switch SAS
216.218.220.94:8080,216.218.220.94,8080,http,Index of /,,US,Pleasanton,http://216.218.220.94:8080,Hurricane Electric LLC
pub.gotlandia.net,213.112.32.217,80,http,Index of /,gotlandia.net,SE,Solna,http://pub.gotlandia.net,Telenor Sverige AB
https://pub.gotlandia.net,213.112.32.217,443,https,Index of /,gotlandia.net,SE,Solna,https://pub.gotlandia.net,Telenor Sverige AB
167.17.70.130:8081,167.17.70.130,8081,http,Directory listing for /,,NL,Amsterdam,http://167.17.70.130:8081,GTHost
159.195.12.241:8008,159.195.12.241,8008,http,Directory listing for /,,US,Karlsruhe,http://159.195.12.241:8008,netcup GmbH
https://mirror.subgraph.com,167.114.173.126,443,https,Index of /,subgraph.com,CA,Montreal,https://mirror.subgraph.com,OVH SAS
mirror.subgraph.com,167.114.173.126,80,http,Index of /,subgraph.com,CA,Montreal,http://mirror.subgraph.com,OVH SAS
https://www.lorast.com,111.90.133.201,443,https,Index of /,lorast.com,MY,Kuala Lumpur,https://www.lorast.com,Shinjiru Technology Sdn Bhd
lorast.com,111.90.133.201,80,http,Index of /,lorast.com,MY,Kuala Lumpur,http://lorast.com,Shinjiru Technology Sdn Bhd
www.lorast.com,111.90.133.201,80,http,Index of /,lorast.com,MY,Kuala Lumpur,http://www.lorast.com,Shinjiru Technology Sdn Bhd
https://lorast.com,111.90.133.201,443,https,Index of /,lorast.com,MY,Kuala Lumpur,https://lorast.com,Shinjiru Technology Sdn Bhd
154.13.149.147:8000,154.13.149.147,8000,http,Directory listing for /,,DE,Frankfurt am Main,http://154.13.149.147:8000,firstcolo GmbH
https://zcrafts.com,178.159.12.223,443,https,Index of /,zcrafts.com,GB,Coventry,https://zcrafts.com,UK Dedicated Servers Limited
38.55.232.252:7777,38.55.232.252,7777,http,Directory listing for /,,US,Los Angeles,http://38.55.232.252:7777,AROSSCLOUD INC.
117.50.221.198:9000,117.50.221.198,9000,http,Directory listing for /,,CN,Shanghai,http://117.50.221.198:9000,China Unicom Beijing Province Network
106.53.193.159:8888,106.53.193.159,8888,http,Directory listing for /,,CN,Guangzhou,http://106.53.193.159:8888,Shenzhen Tencent Computer Systems Company Limited
teste.linesistemas.com,92.249.44.130,80,http,Index of /,linesistemas.com,US,Asheville,http://teste.linesistemas.com,Hostinger International Limited
https://teste.linesistemas.com,92.249.44.130,443,https,Index of /,linesistemas.com,US,Asheville,https://teste.linesistemas.com,Hostinger International Limited
68.122.49.138:8080,68.122.49.138,8080,http,Directory listing for /,,US,San Francisco,http://68.122.49.138:8080,"AT&T Enterprises, LLC"
74.82.196.74:8765,74.82.196.74,8765,http,Directory listing for /,,JP,Tokyo,http://74.82.196.74:8765,IT7 Networks Inc
120.244.125.60:88,120.244.125.60,88,http,Index of /,,CN,Beijing,http://120.244.125.60:88,China Mobile Communicaitons Corporation
https://cdn.foxward.com,193.233.230.193,443,https,Index of /,foxward.com,RU,Yekaterinburg,https://cdn.foxward.com,Aeza Group LLC
206.189.152.134:8443,206.189.152.134,8443,http,Directory listing for /,,SG,Singapore,http://206.189.152.134:8443,"DigitalOcean, LLC"
https://delta.barrettruth.com,69.219.172.176,443,https,delta,barrettruth.com,US,Austin,https://delta.barrettruth.com,"AT&T Enterprises, LLC"
repo.alsyundawy.com,172.67.135.24,80,http,Index of /,alsyundawy.com,US,San Francisco,http://repo.alsyundawy.com,"Cloudflare, Inc."
whiteclover.io,104.21.58.213,80,http,WhiteClover — Free Wedding Planning Platform,whiteclover.io,US,San Francisco,http://whiteclover.io,"Cloudflare, Inc."
65.108.60.20,65.108.60.20,80,http,Directory listing for /,,FI,Helsinki,http://65.108.60.20,Hetzner Online GmbH
180.184.160.214,180.184.160.214,80,http,Directory listing for /,,CN,Beijing,http://180.184.160.214,China Telecom (Group)
43.155.174.183:443,43.155.174.183,443,http,Directory listing for /,,KR,Seoul,http://43.155.174.183:443,"Tencent Building, Kejizhongyi Avenue"
35.212.240.128.sslip.io,35.212.240.128,80,http,Directory listing for /,sslip.io,US,The Dalles,http://35.212.240.128.sslip.io,Google LLC
23.95.222.4:8111,23.95.222.4,8111,http,Directory listing for /,,US,Rancho Cucamonga,http://23.95.222.4:8111,HostPapa
50.114.184.37:8080,50.114.184.37,8080,http,Directory listing for /,,US,Dallas,http://50.114.184.37:8080,Turing Group Limited
82.158.224.236:8080,82.158.224.236,8080,http,Directory listing for /,,CN,Hong Kong,http://82.158.224.236:8080,cognetcloud INC
45.200.49.66:8080,45.200.49.66,8080,http,Directory listing for /,,US,Dallas,http://45.200.49.66:8080,Zillion Network Inc.
192.220.58.43:8080,192.220.58.43,8080,http,Directory listing for /,,US,Redmond,http://192.220.58.43:8080,"NTT America, Inc."
147.224.38.125:8080,147.224.38.125,8080,http,Directory listing for /,,US,San Jose,http://147.224.38.125:8080,Oracle Corporation
45.61.149.42:8080,45.61.149.42,8080,http,Directory listing for /,,US,Las Vegas,http://45.61.149.42:8080,RouterHosting LLC
34.97.204.127:8080,34.97.204.127,8080,http,Directory listing for /,,JP,Osaka,http://34.97.204.127:8080,Google LLC
149.28.65.218:8080,149.28.65.218,8080,http,Directory listing for /,,US,Los Angeles,http://149.28.65.218:8080,"The Constant Company, LLC"
192.220.58.33:8080,192.220.58.33,8080,http,Directory listing for /,,US,Redmond,http://192.220.58.33:8080,"NTT America, Inc."
8.134.217.245:8080,8.134.217.245,8080,http,Index of /,,CN,Guangzhou,http://8.134.217.245:8080,"Hangzhou Alibaba Advertising Co.,Ltd."
38.180.151.122:8080,38.180.151.122,8080,http,Directory listing for /,,IE,Dublin,http://38.180.151.122:8080,M247 Europe SRL
118.25.17.116:8080,118.25.17.116,8080,http,Directory listing for /,,CN,Shanghai,http://118.25.17.116:8080,Shenzhen Tencent Computer Systems Company Limited
65.108.126.223:18081,65.108.126.223,18081,http,Directory listing for /,,FI,Helsinki,http://65.108.126.223:18081,Hetzner Online GmbH
209.97.166.128:18080,209.97.166.128,18080,http,Directory listing for /,,SG,Singapore,http://209.97.166.128:18080,"DigitalOcean, LLC"
https://repo.jinus.net.id,104.21.31.83,443,https,Index of /,jinus.net.id,US,San Francisco,https://repo.jinus.net.id,"Cloudflare, Inc."
38.180.75.75:18080,38.180.75.75,18080,http,Directory listing for /,,SG,Singapore,http://38.180.75.75:18080,M247 Europe SRL
118.25.17.116:9999,118.25.17.116,9999,http,Directory listing for /,,CN,Shanghai,http://118.25.17.116:9999,Shenzhen Tencent Computer Systems Company Limited
https://rs-ap.dvo.ru,94.198.16.38,443,https,Index of / on satellite,dvo.ru,RU,Vladivostok,https://rs-ap.dvo.ru,Institute for automation and control processes of Far Eastern Branch of RAS
https://escave.satellite.dvo.ru,94.198.16.38,443,https,Index of / on satellite,dvo.ru,RU,Vladivostok,https://escave.satellite.dvo.ru,Institute for automation and control processes of Far Eastern Branch of RAS
gallery.satellite.dvo.ru,94.198.16.38,80,http,Index of / on satellite,dvo.ru,RU,Vladivostok,http://gallery.satellite.dvo.ru,Institute for automation and control processes of Far Eastern Branch of RAS
https://doc.mawan.de,89.238.67.51,443,https,Index of /,mawan.de,DE,Sankt Wendel,https://doc.mawan.de,manitu GmbH
https://relay.snake.de,80.190.68.105,443,https,Index of /,snake.de,DE,Berlin,https://relay.snake.de,NorthC Deutschland GmbH
207.148.112.66:18080,207.148.112.66,18080,http,Directory listing for /,,JP,Tokyo,http://207.148.112.66:18080,"The Constant Company, LLC"
208.109.32.245:8444,208.109.32.245,8444,http,Directory listing for /,,BE,Brussels,http://208.109.32.245:8444,"GoDaddy.com, LLC"
38.95.77.181,38.95.77.181,80,http,Directory listing for /,,US,Los Angeles,http://38.95.77.181,VMISS Inc.
178.104.244.28,178.104.244.28,80,http,Directory listing for /,,DE,Gunzenhausen,http://178.104.244.28,Hetzner Online GmbH
https://1.bwarner.qzz.io,209.248.48.23,443,https,Index of /,qzz.io,US,Little Rock,https://1.bwarner.qzz.io,Sakura Link Limited
209.99.190.212,209.99.190.212,80,http,Directory listing for /,,US,North Las Vegas,http://209.99.190.212,SKN Subnet & Telecom Ltd
144.24.37.241:8088,144.24.37.241,8088,http,Directory listing for /,,US,Phoenix,http://144.24.37.241:8088,Oracle Corporation
macports.packages.ionic.de,145.239.234.145,80,http,Index of /,ionic.de,FR,Roubaix,http://macports.packages.ionic.de,OVH SAS
https://kor.v4.snake.de,80.190.68.105,443,https,Index of /,snake.de,DE,Berlin,https://kor.v4.snake.de,NorthC Deutschland GmbH
15.204.230.123:8099,15.204.230.123,8099,http,Directory listing for /,,US,Reston,http://15.204.230.123:8099,OVH SAS
https://zzzzz.cfd:7443,38.47.122.81,7443,https,Index of /,zzzzz.cfd,CN,Hong Kong,https://zzzzz.cfd:7443,Cloudie Limited
43.161.229.12,43.161.229.12,80,http,Directory listing for /,,CN,Hong Kong,http://43.161.229.12,"Tencent Building, Kejizhongyi Avenue"
34.150.32.248,34.150.32.248,80,http,Directory listing for /,,CN,Hong Kong,http://34.150.32.248,Google LLC
211.76.187.41:8080,211.76.187.41,8080,http,Directory listing for /,,CN,Taipei,http://211.76.187.41:8080,"Sky Digital Co., Ltd."
doc.fruit.je,185.238.130.153,80,http,Index of /,fruit.je,NL,Amsterdam,http://doc.fruit.je,Freedom Internet BV
dist4.snake.de,80.190.68.105,80,http,Index of /,snake.de,DE,Berlin,http://dist4.snake.de,NorthC Deutschland GmbH
103.75.14.20:8000,103.75.14.20,8000,http,Directory listing for /,,CN,Hong Kong,http://103.75.14.20:8000,POWER LINE DATACENTER
103.75.14.18:8000,103.75.14.18,8000,http,Directory listing for /,,CN,Hong Kong,http://103.75.14.18:8000,POWER LINE DATACENTER
103.75.14.22:8000,103.75.14.22,8000,http,Directory listing for /,,CN,Hong Kong,http://103.75.14.22:8000,POWER LINE DATACENTER
https://146.190.189.179,146.190.189.179,443,https,Index of /,,CA,Toronto,https://146.190.189.179,"DigitalOcean, LLC"
103.75.14.21:8000,103.75.14.21,8000,http,Directory listing for /,,CN,Hong Kong,http://103.75.14.21:8000,POWER LINE DATACENTER
103.75.14.19:8000,103.75.14.19,8000,http,Directory listing for /,,CN,Hong Kong,http://103.75.14.19:8000,POWER LINE DATACENTER
138.199.237.79:9876,138.199.237.79,9876,http,Directory listing for /,,DE,Falkenstein,http://138.199.237.79:9876,Hetzner Online GmbH
192.220.12.25:8080,192.220.12.25,8080,http,Directory listing for /,,US,Redmond,http://192.220.12.25:8080,"NTT America, Inc."
45.77.87.153:7000,45.77.87.153,7000,http,Directory listing for /,,US,Los Angeles,http://45.77.87.153:7000,"The Constant Company, LLC"
8.221.123.105:8081,8.221.123.105,8081,http,Directory listing for /,,US,Virginia Beach,http://8.221.123.105:8081,"Alibaba (US) Technology Co., Ltd."
50.114.184.211:8080,50.114.184.211,8080,http,Directory listing for /,,US,Dallas,http://50.114.184.211:8080,Turing Group Limited
101.32.245.118:8080,101.32.245.118,8080,http,Directory listing for /,,SG,Singapore,http://101.32.245.118:8080,"Tencent Building, Kejizhongyi Avenue"
45.142.126.36:8080,45.142.126.36,8080,http,Directory listing for /,,JP,Tokyo,http://45.142.126.36:8080,xTom Japan Corporation
https://files.syso.codes,178.254.19.219,443,https,Index of /,syso.codes,DE,Berlin,https://files.syso.codes,EVANZO e-commerce GmbH
140.245.49.41:8090,140.245.49.41,8090,http,Directory listing for /,,SG,Singapore,http://140.245.49.41:8090,Oracle Corporation
104.238.159.169:8089,104.238.159.169,8089,http,Directory listing for /,,DE,Frankfurt am Main,http://104.238.159.169:8089,"The Constant Company, LLC"
repo.siber.net.id,104.21.82.138,80,http,Index of /,siber.net.id,US,San Francisco,http://repo.siber.net.id,"Cloudflare, Inc."
https://repo.siber.net.id,172.67.158.85,443,https,Index of /,siber.net.id,US,San Francisco,https://repo.siber.net.id,"Cloudflare, Inc."
repo.gayuh.net.id,104.21.43.129,80,http,Index of /,gayuh.net.id,US,San Francisco,http://repo.gayuh.net.id,"Cloudflare, Inc."
repo.mdn.net.id,172.67.183.133,80,http,Index of /,mdn.net.id,US,San Francisco,http://repo.mdn.net.id,"Cloudflare, Inc."
https://repo.mdn.net.id,172.67.183.133,443,https,Index of /,mdn.net.id,US,San Francisco,https://repo.mdn.net.id,"Cloudflare, Inc."
43.138.205.58:8080,43.138.205.58,8080,http,Directory listing for /,,CN,Guangzhou,http://43.138.205.58:8080,Shenzhen Tencent Computer Systems Company Limited
43.138.202.224:8080,43.138.202.224,8080,http,Directory listing for /,,CN,Guangzhou,http://43.138.202.224:8080,Shenzhen Tencent Computer Systems Company Limited
193.233.245.204:8081,193.233.245.204,8081,http,Directory listing for /,,GB,London,http://193.233.245.204:8081,Aeza Group LLC
43.139.158.205:8080,43.139.158.205,8080,http,Directory listing for /,,CN,Guangzhou,http://43.139.158.205:8080,Shenzhen Tencent Computer Systems Company Limited
54.194.73.207,54.194.73.207,80,http,Directory listing for /,,IE,Dublin,http://54.194.73.207,"Amazon.com, Inc."
154.44.1.63:8888,154.44.1.63,8888,http,Directory listing for /,,US,Los Angeles,http://154.44.1.63:8888,NetLab Global
43.165.173.16:9443,43.165.173.16,9443,http,Directory listing for /,,JP,Tokyo,http://43.165.173.16:9443,"Tencent Building, Kejizhongyi Avenue"
36.20.98.59:8888,36.20.98.59,8888,http,Index of /,,CN,Hangzhou,http://36.20.98.59:8888,Chinanet
8.163.78.12:8888,8.163.78.12,8888,http,Directory listing for /,,CN,Guangzhou,http://8.163.78.12:8888,"Hangzhou Alibaba Advertising Co.,Ltd."
108.181.7.162:8888,108.181.7.162,8888,http,Directory listing for /,,US,Los Angeles,http://108.181.7.162:8888,Psychz Networks
188.6.86.215,188.6.86.215,80,http,Index of /,,HU,Rackeresztur,http://188.6.86.215,Magyar Telekom Plc.
86.107.168.127:19999,86.107.168.127,19999,http,Directory listing for /,,CA,Montreal,http://86.107.168.127:19999,Rica Web Services
https://whiteclover.io,172.67.207.182,443,https,WhiteClover — Free Wedding Planning Platform,whiteclover.io,US,San Francisco,https://whiteclover.io,"Cloudflare, Inc."
117.64.132.76:5080,117.64.132.76,5080,http,Index of /,,CN,Hefei,http://117.64.132.76:5080,Chinanet
89.208.245.197:8080,89.208.245.197,8080,http,Directory listing for /,,US,Los Angeles,http://89.208.245.197:8080,IT7 Networks Inc
130.94.12.208:8080,130.94.12.208,8080,http,Directory listing for /,,US,San Francisco,http://130.94.12.208:8080,LIGHT NODE LIMITED
192.204.55.191:8080,192.204.55.191,8080,http,Directory listing for /,,US,Redmond,http://192.204.55.191:8080,"NTT America, Inc."
47.75.103.248:8080,47.75.103.248,8080,http,Directory listing for /,,CN,Hong Kong,http://47.75.103.248:8080,"Alibaba (US) Technology Co., Ltd."
157.254.51.190:8080,157.254.51.190,8080,http,Directory listing for /,,US,Los Angeles,http://157.254.51.190:8080,BACK WAVES LIMITED
139.180.141.227:8080,139.180.141.227,8080,http,Directory listing for /,,SG,Singapore,http://139.180.141.227:8080,"The Constant Company, LLC"
128.241.80.186:8080,128.241.80.186,8080,http,Directory listing for /,,US,Redmond,http://128.241.80.186:8080,"NTT America, Inc."
https://147.83.171.12:444,147.83.171.12,444,https,Directory listing for /,,ES,Barcelona,https://147.83.171.12:444,Consorci de Serveis Universitaris de Catalunya
https://macports-packages.mirrorservice.org,212.219.56.184,443,https,Index of /,mirrorservice.org,GB,Kent,https://macports-packages.mirrorservice.org,Jisc Services Limited
216.167.2.171:3333,216.167.2.171,3333,http,Index of /,,US,Redmond,http://216.167.2.171:3333,"NTT America, Inc."
38.60.208.32:8765,38.60.208.32,8765,http,Directory listing for /,,TR,Istanbul,http://38.60.208.32:8765,LIGHT NODE LIMITED
44.214.143.4,44.214.143.4,80,http,Directory listing for /,,US,Ashburn,http://44.214.143.4,"Amazon.com, Inc."
64.181.239.132,64.181.239.132,80,http,Index of /,,US,San Jose,http://64.181.239.132,Oracle Corporation
23.226.135.222:18081,23.226.135.222,18081,http,Directory listing for /,,US,Dallas,http://23.226.135.222:18081,HostPapa
114.100.173.23:5080,114.100.173.23,5080,http,Index of /,,CN,Huainan,http://114.100.173.23:5080,Chinanet
112.74.106.143:9999,112.74.106.143,9999,http,Directory listing for /,,CN,Shenzhen,http://112.74.106.143:9999,"Hangzhou Alibaba Advertising Co.,Ltd."
103.215.81.233,103.215.81.233,80,http,Directory listing for /,,CN,Hong Kong,http://103.215.81.233,Cloudie Limited
https://134.199.137.73,134.199.137.73,443,https,Index of /,,US,Santa Clara,https://134.199.137.73,"DigitalOcean, LLC"
https://47.97.169.51,47.97.169.51,443,https,Index of /,,CN,Hangzhou,https://47.97.169.51,"Hangzhou Alibaba Advertising Co.,Ltd."
39.105.9.24:8910,39.105.9.24,8910,http,Directory listing for /,,CN,Beijing,http://39.105.9.24:8910,"Hangzhou Alibaba Advertising Co.,Ltd."
https://38.145.33.25,38.145.33.25,443,https,Index of /,,US,Chandler,https://38.145.33.25,"Red Hat, Inc."
103.25.101.61,103.25.101.61,80,http,Directory listing for /,,JP,Tokyo,http://103.25.101.61,Skyquantum Telecom Ltd.
164.90.151.224:18080,164.90.151.224,18080,http,Directory listing for /,,US,Santa Clara,http://164.90.151.224:18080,"DigitalOcean, LLC"
